PID,Name,Title,PublicationType,ContentType,Language,Journal,JournalISSN,JournalEISSN,Status,Volume,Issue,HostPublication,StartPage,EndPage,Year,Edition,Pages,City,Publisher,Series,SeriesISSN,SeriesEISSN,ISBN,Urls,ISRN,DOI,ISI,PMID,ScopusId,NBN,LocalId,ArchiveNumber,Keywords,Categories,ResearchSubjects,Projects,Notes,Abstract,Opponents,Supervisors,Examiners,Patent,ThesisLevel,Credits,Programme,Subject,Uppsok,DefencePlace,DefenceLanguage,DefenceDate,CreatedDate,PublicationDate,LastUpdated
"1573374","Anderfors, Tilly [ta222rs] (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för ekonomistyrning och logistik (ELO) [12355]);Lim, Lovisa [ll223ig] (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för ekonomistyrning och logistik (ELO) [12355]);Nyroos, Alma [an223ky] (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för ekonomistyrning och logistik (ELO) [12355]);Bjuringer, Maja [mb224qh] (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för ekonomistyrning och logistik (ELO) [12355])","Hur strategiska beslut hanteras i sälj- och verksamhetsplaneringsprocessen (S&amp;OP) : <em>En kvalitativ fallstudie som undersöker steg 1 och 2 i sälj- och verksamhetsplaneringsprocessen, genomförd på IKEA</em> (How strategic decisions are handled in the sales and business planning process (S&amp;OP) : <em>A qualitative case study that examines steps 1 and 2 in the sales and business planning process, conducted at IKEA</em>)","Studentuppsats (Examensarbete)","","swe","","","","","","","","","","2021","","73","","","","","","","","","","","","","urn:nbn:se:lnu:diva-105442","","","S&OP;demand;forecast;strategic;tactic;operational;integration;coordination","Företagsekonomi (50202)","","","","<p>Abstract</p><p>Title: How strategic decisions are handled in the sales and business planning process (S&amp;OP): A qualitative case study that examines steps 1 and 2 in the sales and business planning process, conducted at IKEA.</p><p>Authors: Alma Nyroos, Lovisa Lim, Maja Bjuringer &amp; Tilly Anderfors</p><p>Supervisor: Petra Andersson, LNU</p><p>Examiner: Hana Hulthén, LNU</p><p>Background: Planning for today's supply chains has become an increasingly complex challenge. This is because global competition is increasing, at the same time as technology is constantly changing. In order to be able to compete in the market, it is important to make the planning of these chains more effective. One way to plan more efficiently is by using sales and operations planning (S&amp;OP). S&amp;OP's three important flows that are coordinated are materials, finances and information. Today, IKEA feels that they must use some temporary solutions to handle information that comes late in the process and changes the need for different resources.</p><p>Research question: </p><p>1. What are the shortcomings in IKEA's S&amp;OP process with delimitation to step one (data gathering) and two (demand planning)?</p><p>2. What are the causes of these shortcomings and how could these shortcomings be rectified?</p><p>Purpose: The purpose of the study is to identify shortcomings in step one and two in IKEA's S&amp;OP process. This is to be able to contribute with improvement measures in the process.</p><p>Implementation: This is a case study on IKEA. The data that has been collected in this study are a combination of primary and secondary data. </p><p>Conclusion: In this study, it emerges that integration and coordination are two important aspects of the S&amp;OP work. It is addressed by most article writers and has also been linked to IKEA's shortcomings. This is linked to the first two steps in the S&amp;OP process. In the investigative organization, gaps were discovered both between internal units and between strategic and operational decisions. For the identified gaps, it is proposed to focus on coordinating the processes in such a way that more people are integrated. Both in terms of integration between different levels (strategic, tactical and operational) and between different units working at the same level. The study also shows that decisions must be integrated into processes in a better way, through better planned information sharing.</p><p>Keywords: S&amp;OP, demand, forecast, strategic, tactic, operational, integration, coordination.</p>","","Andersson, Petra (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för ekonomistyrning och logistik (ELO) [12355])","Hulthén, Hana (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för ekonomistyrning och logistik (ELO) [12355])","","Självständigt arbete på grundnivå (kandidatexamen)","10 poäng / 15 hp","Civilekonomprogrammet, 240 hp Business Administration and Economics Programme, 240 credits","Företagsekonomi - Övrigt Business Administration - Other","","","","","2021-06-24","2021-06-24","2021-06-24"
"706067","Anderholm, Sofia (University of Gothenburg);Marshall, Rupert C (Aberystwyth University, UK);van der Jeugd, Henk P (SOVON Dutch Centre for Field Ornithology, The Netherlands ; Vogeltrekstation Dutch Centre for Avian Migration and Demography, The Netherlands);Waldeck, Peter (University of Gothenburg);Larsson, Kjell [kjlaab] (Gotland University);Andersson, Malte (University of Gothenburg)","Nest parasitism in the barnacle goose: evidence from protein fingerprinting and microsatellites","Artikel i tidskrift","Refereegranskat","eng","Animal Behaviour","0003-3472","1095-8282","published","78","1","","167","174","2009","","","London","Academic Press","","","","","","","10.1016/j.anbehav.2009.04.011","","","","urn:nbn:se:lnu:diva-33020","","","adoption;albumen fingerprinting;barnacle goose;best of a bad job;Branta leucopsis;brood parasitism;egg;female alternative reproductive tactic;microsatellite profiling","Evolutionsbiologi (10615)","Natural Science","","","<p>Geese are often seen as one of nature's best examples of monogamous relationships, and many social pairs stay together for life. However, when parents and young are screened genetically, some chicks do not match their social parents. Although this has often been explained as adoption of foreign young after hatching, conspecific nest parasitism is another possibility. We used nondestructive egg albumen sampling and protein fingerprinting to estimate the frequency and success of nest parasitism in a Baltic Sea population of barnacle geese, Branta leucopsis. Among the 86 nests for which we had the most complete information, 36% were parasitized, and 12% of the eggs were parasitic. Almost 80% of the parasitic eggs were laid after the host began incubation. Hatching of these eggs was limited to the few cases where the host female incubated longer than normally because her own eggs failed to hatch. Conspecific nest parasitism in this population therefore seems mainly to be an alternative reproductive tactic of lower fitness than normal nesting. Comparison with DNA profiling of chicks (with 10–14 microsatellites) and other evidence confirmed the suitability of protein fingerprinting for analysis of nest parasitism. It can often provide more data than microsatellites, if eggs are albumen-sampled soon after being laid, before most losses occur.</p>","","","","","","","","","","","","","2014-03-18","2009-10-07","2019-02-27"
"207141","Anderman, Elsa (Växjö universitet [1444], Fakulteten för humaniora och samhällsvetenskap [1446], Ekonomihögskolan, EHV [1447]);Kropp, Stina (Växjö universitet [1444], Fakulteten för humaniora och samhällsvetenskap [1446], Ekonomihögskolan, EHV [1447])","Microfinance in Burkina Faso : An evaluation of the Credit with Education program for women","Studentuppsats","","eng","","","","","","","","","","2006","","75","","","","","","","","","","","","","urn:nbn:se:vxu:diva-824","","","microfinance;micro credit;development;Burkina Faso;gender","Nationalekonomi (50201)","","","","<p>In this paper we are exploring the field of microfinance; financial services given to poor and low-income individuals who do not have access to formal financial markets. The purpose of our study is to investigate if the Credit with Education program provided by the microfinance institution RCPB in Burkina Faso has had an effect on</p><p>the participating women concerning their empowerment, knowledge about</p><p>management/micro enterprises and knowledge about child nutrition and health. We are using data from two surveys made in 2003 and 2004 by the consultant bureau Sud Consult that we are analysing in a qualitative manner in order to respond to our investigation question. This paper treats theories concerning the financial market and</p><p>the importance of education, health and women’s empowerment. We present facts about microfinance in general and in Burkina Faso in particular and we review earlier studies on the subject. Our findings suggest that the Credit with Education program has achieved to increase the women’s knowledge concerning child nutrition and</p><p>health. The program has had a smaller but still a notable effect concerning the empowerment of the women, specifically in the region of West. The program has failed to increase the knowledge of business management in the years studied. In our analysis we present suggestions of improvements of the program.</p>;<p>Dans ce dossier, nous explorons le domaine de la microfinance ; des services financiers destinés aux populations pauvres et aux individus aux revenus modestes qui n’ont pas accès aux marchés financiers. Le but de notre étude est d’examiner si le crédit avec éducation fournis par l’institution finansière RCPB au Burkina Faso, a eu des répercussions sur la prise de participation des femmes en ce qui concerne leur indépendence, leur connaissance du management/ PME et leur connaissance en matière de nutrition et de santé infantille. Nous utilisons les données de deux études menées en 2003 et 2004 par le cabinet de consulting Sud Consult que nous analysons qualitativement afin de répondre à notre question d’investigation. Ce dossier est basé</p><p>sur les théories concernant le marché financier, l’importance de l’éducation de la santé et de l’indépendance des femmes. Nous abordons les faits du points de vue de la microfinance en général et du Burkina Faso en particulier et nous examinons des études réalisées précedement traitant du même sujet. Nos résultats montrent que le crédit avec l’éducation ont largement participé à l’amélioration des connaissances des femmes en matiéres de nutrition et de santé infantile. Le programme a eu une influence plus modeste sur leur indépendence, particulièrement dans la région de l’ouest. Le programme n’a cependant pas réussi à améliorer leur connaissance du management durant la période analysée. Dans notre analyse nous présentons des propositions d’amélioration pour le programme.</p>","","Locking, Håkan, Universitetslektor (Växjö universitet [1444], Fakulteten för humaniora och samhällsvetenskap [1446], Ekonomihögskolan, EHV [1447])","Anxo, Dominique, Professor (Växjö universitet [1444], Fakulteten för humaniora och samhällsvetenskap [1446], Ekonomihögskolan, EHV [1447])","","Självständigt arbete på avancerad nivå (magisterexamen)","10 poäng / 15 hp","","Economics Nationalekonomi","samhälle/juridik samhälle/juridik","","","","2006-09-15","2006-09-15","2010-03-10"
"309406","Anders, Brattström;Betzholtz, Per-Eric [nbepe] (Högskolan i Kalmar [74], Naturvetenskapliga institutionen [79]);Fredrik, Bjerding;Franzén, Markus [mafrac]","2007. The future for the cloded apollo (P. mnemosyne) in Blekinge","Artikel i tidskrift","Refereegranskat","eng","Entomologisk Tidskrift","0013-886X","","published","128","","","81","88","2007","","","","","","","","","","","","","","","urn:nbn:se:lnu:diva-2328","","","","Naturvetenskap (1)","Ecology,Evolutionary Biology","","","","","","","","","","","","","","","","2010-04-07","2010-04-07","2020-03-11"
"1264302","Anders, Christian [ca222qn] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för informatik (IK) [12381])","How to improve citizen participation in a municipal context with blockchain-based ICT","Studentuppsats (Examensarbete)","","eng","","","","","","","","","","2018","","55","","","","","","","","","","","","","urn:nbn:se:lnu:diva-78891","","","Citizen Participation;Blockchain;ICT;Empowerment;Citizen Empowerment;Social Inclusion;Qualitative Research;Focus Group Interview;Information Systems","Systemvetenskap, informationssystem och informatik (10202);Systemvetenskap, informationssystem och informatik med samhällsvetenskaplig inriktning (50804)","","","","<p>The master thesis focuses on citizen participation and how to support it with the application of ICT. Due to its recent publicity, blockchain and its features have been investigated and were related to the citizen participation domain. A qualitative research study has been conducted to explore the perceptions of citizens relating to blockchain. Based on those findings suggestions for improvement of citizen participation were provided.</p><p>More specifically, a focus group interview has been conducted in the Swedish municipality of Växjö. Probes have been used to encourage the participants to follow unexpected thoughts to provide creative answers and to start a dialogue between the group and the researcher. The gathered data from the focus group interview was then analyzed with an iterative coding process. This process yielded a list of seven concepts which bundle the following aspects mentioned by the participants in the group interview: Accessibility, Flexibility and Responsiveness, Trust, Accountability vs Privacy, Adaption, Representation, and Collaboration. The concepts are referring to the use of blockchain in the context of citizen participation. They have been discussed later on, based on the contextual framework built on the topics ICT, blockchain, citizen participation, and soft systems methodology. A literature review was conducted to build this framework.</p><p>The discussion summarizes how the citizens perceive blockchain and how it can support their participation within a municipality context. The perceptions include concerns relating to privacy, hopes of improved information infrastructures with open data formats, as well as that blockchain could modernize democracy. The forms of blockchain systems which could support citizen participation comprise aspects such as that it could lead to transparent and traceable investment flows for participative planning and controlling, as well as that it could help to identify bad players when collaborating with each other. In the last parts, issues of citizen empowerment are discussed as a result of the previous parts of the discussion about citizens' perceptions and the forms blockchain could have for them.</p><p>This research aims to contribute to current research on citizen participation supported by ICT. It means to promote developments towards higher degrees of citizen power, by providing citizens' views on blockchain and the forms of participation it could support.</p>","","Chatzipanagiotou, Niki (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för informatik (IK) [12381])","Campos, Jaime (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för informatik (IK) [12381])","","Självständigt arbete på avancerad nivå (magisterexamen)","10 poäng / 15 hp","Master Programme in Information Systems, 60 hp Master Programme in Information Systems, 60 credits","Informatik Informatics","","","","","2018-11-19","2018-11-21","2018-11-26"
"1108312","Anders, Ly (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för ekonomistyrning och logistik (ELO) [12355]);Strahm, Sarina;Zhou, Yiling","What drives purchase intention towards ethical products? : A study using modified theory of planned behaviour","Studentuppsats (Examensarbete)","","eng","","","","","","","","","","2017","","66","","","","","","","","","","","","","urn:nbn:se:lnu:diva-65150","","","Consumer behaviour;consumer attitude;Theory of planned behaviour;moral obligation;self-identity;attitude towards ethical products;perceived behavioural control;ethical products","Företagsekonomi (50202)","","","","<p><strong>Course/Level:</strong> 2FE21E Undergraduate Bachelor Thesis</p><p><strong>Authors:</strong> Anders Ly, Sarina Strahm and Yiling Zhou</p><p><strong>Tutor:</strong> Dan Halvarsson</p><p><strong>Examiner:</strong> Åsa Devine</p><p><strong>Title:</strong> What drives purchase intention towards ethical products? A study using modified Theory of Planned Behaviour</p><p><strong>Keywords:</strong> Consumer behaviour, theory of planned behaviour, moral obligation, self-identity, consumer attitude, attitude towards ethical products, perceived behavioural control, ethical products</p><p><strong>Background:</strong> In recent days, consumers have become incrementally attentive of environmental issues, whereas various researches have suggested that raised awareness and the significance in consuming ethical products are supposed to affect the purchase intention of consumers. To further understand the consumers, theory of planned behaviour served as the theoretical foundation of this study. Theory of planned behaviour is a theory of relationship between attitude and behaviour, which seeks to explain the human behaviour</p><p><strong>Purpose:</strong> The purpose of this study is to explain which factors drive purchase intention towards ethical products</p><p><strong>Methodology:</strong> This study incorporated a quantitative approach with an explanatory purpose. The data was collected t through the use of a self-completion questionnaire. The gathered data was analysed with the use of Cronbach’s alpha, correlation analysis and multilinear regression analysis.</p><p><strong>Findings:</strong> The current research provides empirical support that the components of attitude towards ethical product and self-identity have a positive influence on consumers purchase intention towards ethical products. The results from the multi-linear regression analysis suggested that Perceived behavioural control (PBC) and moral obligation failed to explain the relationship with purchase intention towards ethical products.</p>","","Halvarsson, Dan, Universitetsadjunkt","Devine, Åsa, Universitetslektor","","Självständigt arbete på grundnivå (kandidatexamen)","10 poäng / 15 hp","Marketing Programme, 180 credits Marknadsföringsprogrammet, 180 hp","Företagsekonomi - Marknadsföring Business Administration - Marketing","","","","","2017-06-12","2017-06-12","2017-06-12"
"206236","Andersdotter, Lina (Växjö universitet [1444], Fakulteten för humaniora och samhällsvetenskap [1446], Institutionen för samhällsvetenskap [1450])","Den lilla kommunen och den stora demokratifrågan : E-demokrati i Lessebo kommun","Studentuppsats","","swe","","","","","","","","","","2008","","41","","","Rapport","1401-6346","1401-6346","","","","","","","","urn:nbn:se:vxu:diva-2317","","","demokrati;teknik;utveckling;Lessebo kommun","Samhällsvetenskap (5)","","","","<p>Uppsatsen behandlar ämnet E-demokrati. Detta är ett relativt nytt begrepp, speciellt i Sverige</p><p>och det befinner sig i en utvecklingsfas. E-demokrati handlar om ett nytt sätt att arbeta med</p><p>demokrati, med hjälp av dagens tekniska hjälpmedel som Internet, e-post och olika</p><p>datorprogram. Det är inte en ny form av demokrati utan möjligheten till nya infallsvinklar i</p><p>arbetet att jobba gentemot medborgarna.</p><p>Uppsatsen är kopplad till Lessebo Kommun där en fältstudie utförts i samband med en</p><p>praktik. Kommunen är i uppstarten av etablering av ny och utveckling av gammal teknik.</p><p>Därför är det intressant att undersöka om den demokratiska frågan finns med i kommunens</p><p>arbete när den nya tekniken implementeras. Då uppsatsen görs på en kulturgeografisk kurs har</p><p>studien inriktats på Plankontoret på kommunen och specifikt på deras nyinköpta GISprogram.</p><p>Därför är mycket av den nya tekniken relaterad till GIS och hur kommunen kan</p><p>använda detta för att utvecklas internt och i sin kontakt med medborgarna.</p>","","Persson, Christer, Docent i kulturgeografi (Växjö universitet [1444], Fakulteten för humaniora och samhällsvetenskap [1446], Institutionen för samhällsvetenskap [1450])","Persson, Christer, Docent i kulturgeografi (Växjö universitet [1444], Fakulteten för humaniora och samhällsvetenskap [1446], Institutionen för samhällsvetenskap [1450])","","Självständigt arbete på grundnivå (kandidatexamen)","10 poäng / 15 hp","","Samhällsgeografi Samhällsgeografi","samhälle/juridik samhälle/juridik","","","","2008-09-29","2008-09-29","2010-03-10"
"1569178","Andersdotter, Sanna (Linnéuniversitetet [4853], Fakulteten för samhällsvetenskap (FSV) [12353], Institutionen för statsvetenskap (ST) [12375]) (Linnéuniversitetet (Växjö))","Mamma, maka, muslim - eller bara kvinna? : Synen på kvinnan i tre samhällsläroböcker - en diskursanalys","Studentuppsats (Examensarbete)","","swe","","","","","","","","","","2021","","50","","","","","","","","","","","","","urn:nbn:se:lnu:diva-105091","","","Kritisk diskursanalys;kvinna;synen på kvinnor;samhällskunskap;skola;läroböcker;poststrukturalistisk feminism;intersektionalitet","Statsvetenskap (exklusive studier av offentlig förvaltning och globaliseringsstudier) (50601);Genusstudier (50902);Utbildningsvetenskap (503);Pedagogik (50301)","","","","<p>The aim of this thesis is to examine and analyze what discourses about women can be found in three Swedish textbooks in social studies, and to identify the different social roles that are being attributed to the woman in these textbooks. The theoretical and methodological background used is Discourse Theory by Ernesto Laclau and Chantal Mouffe. Additional theory used is post strucutral feminism, intersectionality, and critical discourse theory as described by Norman Fairclough. Three questions are asked: Which subject positions are assigned to the women in the material examined? What discourse/s can be found in the textbooks? Do the results change over time? Five subject positions are identified: woman as mother and wife, the teenage girl, woman as a public actor, the vulnerable woman and the other woman. Hence – five different discourses are identified: the caring woman, the teenage girl, the active woman, the vulnerable woman and the other woman. The analysis shows that the discourse about the caring women is reproduced over time. Women are attributed characteristics such as caring whose primary focus is to attend to the needs of others. Particularly noticeable is the fact that the language does not rest solely on a heterosexual binary, but also on ethnocentric beliefs where the ‘other women’ is used to strengthen the community of the Western group – a group in which the other woman can never participate.</p>","","Patric, Lindgren, Universitetslektor","Stefan, Höjelid, Docent","","Självständigt arbete på avancerad nivå (yrkesexamen)","10 poäng / 15 hp","Teacher Education Programme for Upper Secondary School, 300/330 credits Lärarprogrammet, Ämneslärarprogrammet med inriktning mot arbete i gymnasieskolan, 300/330 hp","","","","","","2021-06-18","2021-06-21","2021-06-21"
"1752693","Andersen, Erika (Linnéuniversitetet [4853], Fakulteten för samhällsvetenskap (FSV) [12353], Institutionen för samhällsstudier (SS) [12373]);Kostadinovska, Alexandra (Linnéuniversitetet [4853], Fakulteten för samhällsvetenskap (FSV) [12353], Institutionen för samhällsstudier (SS) [12373])","Sociala nätverk och miljöfarlig konsumtion (Social networks and damaging environmental consumption)","Studentuppsats (Examensarbete)","","swe","","","","","","","","","","2023","","47","","","","","","","","","","","","","urn:nbn:se:lnu:diva-120414","","","Green consumption;social network;symbolic capital;environmental pollution","Sociologi (504)","","","","<p>The ingrained economic, political, and cultural structures in society create difficulties for people to change consumption habits because they have existed in society for a long time where individuals’ social networks affect consumption. The purpose of this research has been to highlight and analyze the effect of the connection between social network and consumption and to reflect on how one's social network affects consumption habits. A quantitative survey using the 2018 Living Costs and Food Survey dataset with 5000 respondents was conducted for this reason. Social cost was used as a measure to highlight the effect it has on consumption. The result highlighted that material products acted as symbolic capital that the respondents consumed to strengthen their social ties that existed within their social networks.</p>","","Viscovi, Dino, Universitetslektor (Linnéuniversitetet [4853], Fakulteten för samhällsvetenskap (FSV) [12353], Institutionen för samhällsstudier (SS) [12373])","Akpinar, Aylin, Universitetslektor (Linnéuniversitetet [4853], Fakulteten för samhällsvetenskap (FSV) [12353], Institutionen för samhällsstudier (SS) [12373])","","Självständigt arbete på grundnivå (kandidatexamen)","10 poäng / 15 hp","Sociology Programme, 180 credits Sociologiprogrammet, 180 hp","Sociologi Sociologi","","","","","2023-04-24","2023-04-25","2023-04-26"
"782100","Andersen, Evelina [ea222mx] (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för organisation och entreprenörskap (OE) [12358]);Ryberg, Ida [ir222bs] (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för organisation och entreprenörskap (OE) [12358])","Sustainability in Voluntourism Organisations : A Study of Implementations and Effects","Studentuppsats (Examensarbete)","","eng","","","","","","","","","","2015","","","","","","","","","","","","","","","urn:nbn:se:lnu:diva-39232","","","voluntourism;sustainability;the Philippines","Övrig annan samhällsvetenskap (50999)","","","","<p>Voluntourism is a relatively new branch of tourism, and is considered to be quite sustainable in comparison to other forms of tourism. By researching how the voluntourists perceive the sustainable effects of the work that they have participated in, this thesis has been able to show how detectable some of these effects are. With the focus on the Philippines, this thesis has also been able to determine that the researched voluntourism organisations seems to be present in the country due to the fact that the help that they provide is really needed. By analysing the content of a number of voluntourism organisations, it has been possible to detect that the effects of the voluntourism work have several positive impacts on the local society. Out of these the main effects are the increased access to education and work for the locals. The thesis has also been able to determine that in order for organisations to be able to optimise their sustainability, they need to work with both economic, environmental, and social aspects.</p>","","Gren, Martin (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för organisation och entreprenörskap (OE) [12358])","Wessblad, Hans (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för organisation och entreprenörskap (OE) [12358])","","Självständigt arbete på grundnivå (kandidatexamen)","10 poäng / 15 hp","Tourism Management Programme, 180 credits Turismprogrammet, 180 hp","Tourism Studies Turismvetenskap","","","","","2015-01-19","2015-01-30","2015-01-30"
"327058","Andersen, Henrik (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för datavetenskap, fysik och matematik, DFM [5466])","Speldesignsmönster bland populära sociala nätverksspel : En kartläggande studie över hur användningen av speldesignsmönster i sociala nätverksspel skiljer sig från andra digitala spel.","Studentuppsats (Examensarbete)","","swe","","","","","","","","","","2010","","47","","","","","","","","","","","","","urn:nbn:se:lnu:diva-6559","","","Sociala nätverk;Spel;Designmönster;Facebook;Popularitet","Teknik och teknologier (2);Teknik och teknologier (2)","","","","<p>Idenna uppsats granskades de fem populäraste sociala nätverksspelen på den sociala nätverkstjänsten Facebook. Syftet var att genom att studera speldesignsmönster urskiljaeventuella skillnader mellan sociala nätverksspel och andra digitala spel. Dessa skillnader analyserades för att kontrollera om de kunde vara bidragande faktorer till sociala nätverksspels popularitet. Avslutningsvis skapades och lanserades två spelprototyper där den ena utrustades med några av de spelmönster som uppmärksammats i undersökningen, medan den andra spelprototypen helt saknade dessa spelmönster. De båda spelprototyperna lanserades samtidigt på den sociala nätverkstjänsten Facebook.</p>","","Pagden, Nicholas (Växjö universitet [1444], Fakulteten för matematik/naturvetenskap/teknik [1453], Matematiska och systemtekniska institutionen [1455])","Winter, Simon (Växjö universitet [1444], Fakulteten för matematik/naturvetenskap/teknik [1453], Matematiska och systemtekniska institutionen [1455])","","Självständigt arbete på grundnivå (kandidatexamen)","10 poäng / 15 hp","","Media Technology Medieteknik","teknik Technology","","swe","2010-06-03T10:15","2010-06-28","2010-10-06","2010-10-06"
"936142","Andersen, Henrik (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för medieteknik (ME) [12385])","Spelutveckling mot publika utvecklingsplattformar : En fallstudie i hur spelutveckling mot en publik arkadmaskinsplattform påverkar medietekniksstudenters motivation.","Studentuppsats (Examensarbete)","","swe","","","","","","","","","","2015","","242","","","","","","","","","","","","","urn:nbn:se:lnu:diva-53430","","","Motivation;Programmering;Lärande;Utbildning;Spel;Speldesign;Spelutveckling;Studenter","Medieteknik (10209)","","","","<p>Tidigare forskning har registrerat en pågående rekryteringskris vid datavetenskapliga utbildningar, där problematiken främst tycks bero på avsaknad av motivation hos studenterna. I denna uppsats undersöktes huruvida studenters motivation i en programmeringsinriktad speldesignskurs kunde påverkas genom att utveckla spel för en arkadmaskin och dess innehåll. Undersökningen är genomförd i form av en fallstudie och behandlar fall mellan 2002 och 2014. Datan som behandlades var sekundärdata i form av betygsstatistik och kursutvärderingar. Uppsatsen presenterade resultatet i form av riktlinjer och slutsatser som kan ligga till grund för att förbättra studenters motivation i programmeringsinriktade universitetskurser och särskilt för kurser som involverar spel och speldesign. </p>","","","Milrad, Marcelo","","Självständigt arbete på avancerad nivå (magisterexamen)","10 poäng / 15 hp","","","","","","","2016-06-13","2016-09-09","2018-01-10"
"1119991","Andersen, Henrik Rasmus (Technical University of Denmark, Denmark);Lundsbye, Mette (Technical University of Denmark, Denmark);Wedel, Heidi. V. (Technical University of Denmark, Denmark);Eriksson, Eva [everab] (Technical University of Denmark, Denmark);Ledin, Anna (Technical University of Denmark, Denmark)","Estrogenic personal care products in a greywater reuse system","Artikel i tidskrift","Refereegranskat","eng","Water Science and Technology","0273-1223","1996-9732","published","56","12","","45","49","2007","","","","","","","","","","","10.2166/wst.2007.821","","","","urn:nbn:se:lnu:diva-66751","","","","Miljövetenskap (10502)","Natural Science,Environmental Science","","","<p>The occurrence and fate of parabens in a greywater system was assessed. The potential for removal of residual paraben concentrations in effluent greywater with chlorine dioxide was also investigated. The influent to the greywater plant was characterised by considerable variation, with concentrations from below the detection limit to 40 μg/L and the five commonly used parabens in consumer products were frequently detected. After the biological treatment only two paraben were detected with concentration from 65–120 ng/L. Chlorine dioxide treatment of the biologically treated effluent with dosages down to 0.75 mg/L resulted in more than 97% reduction of all parabens. Formation of the by-product chloroform was insignificant from the chlorine dioxide treatment.</p>","","","","","","","","","","","","","2017-07-05","2017-07-05","2017-11-27"
"563228","Andersen, Jon Aarum [janiej] (Lillehammer University College, Norway) (Leo)","A new sports manager does not make a better team.","Artikel i tidskrift","Refereegranskat","eng","International journal of sports science & coaching","1747-9541","2048-397X","published","6","1","","167","178","2011","","","","","","","","","http://multi-science.metapress.com/content/v577660...","","10.1260/1747-9541.6.1.167","","","","urn:nbn:se:lnu:diva-22222","","","","Samhällsvetenskap (5)","Economy,Ledarskap, entreprenörskap och organisation","","","<p>This article surveys the literature on the impact of managerial successions on team performance in professional sports and assesses ten studies on the effect of managerial succession. They cover 80 years (1920-2000) with data from four different sports and two countries. From these studies, three lessons emerge when teams perform poorly: (i) a change of coach or manager during the season is not helpful; (ii) if succession is deemed necessary, change the manager between seasons; and (iii) if the choice is between a manager from inside the organization and one from the outside, choose the former. What is critical is that whichever manager is replaced or for whatever reason, the performance of the team will most likely not improve for that reason alone. In short, a new manager does not make a better team.</p>","","","","","","","","","","","","","2012-10-29","2012-10-29","2020-01-23"
"203931","Andersen, Jon Aarum [janiej] (Växjö universitet [1444], Fakulteten för humaniora och samhällsvetenskap [1446], Ekonomihögskolan, EHV [1447])","An organization called Harry","Artikel i tidskrift","Refereegranskat","eng","Journal of Organizational Change Management","0953-4814","1758-7816","published","21","2","","174","187","2008","","","","","","","","","","","10.1108/09534810810856426","","","","urn:nbn:se:vxu:diva-3974","","","","Ekonomi och näringsliv (502)","Economy,Ledarskap, entreprenörskap och organisation","","","<p><em>Purpose</em> – Anthropomorphism is the attribution of human characteristics to gods, plants, animals or inanimate objects (the wind, rocks, etc.). This paper sets out to disprove the association of anthropomorphic characteristics with individual organizations.</p><p><em>Design/methodology/approach</em> – This paper discusses anthropomorphism in organization theory because many scholars argue that organizations are human or like human beings. Some examples of “An organization called Harry” in organization literature are presented.</p><p><em>Findings</em> – Three causes of anthropomorphism can be traced. The negative, rather than any positive, consequences of anthropomorphism in organization literature are discussed.</p><p><em>Originality/value</em> – A new agenda for organizational studies is suggested where anthropomorphism is avoided together with the fallacy of the human metaphor. Anthropomorphism creates confusion rather than advancing the field of organization theory.</p>","","","","","","","","","","","","","2009-01-07","2009-01-07","2020-01-23"
"563227","Andersen, Jon Aarum [janiej] (Faculty of Social Sciences, Lillehammer University College, Lillehammer, Norway) (Leo)","Assessing Public Managers’ Change-Oriented Behavior : Are Private Managers Caught in the Doldrums?","Artikel i tidskrift","Refereegranskat","eng","International Journal of Public Administration","0190-0692","1532-4265","published","33","6","","335","345","2010","","","","","","","","","","","10.1080/01900690903584313","","","","urn:nbn:se:lnu:diva-22221","","","","Samhällsvetenskap (5)","Economy,Ledarskap, entreprenörskap och organisation","","","","","","","","","","","","","","","","2012-10-29","2012-10-29","2020-01-23"
